;title;tag;date;text;is_question;id
258;;;2011. jún. 27. 13:17;*de maga a folyamat, a bevonódás...;False;1932057
259;;;2011. jún. 29. 01:33;06-26 23:22: Kimondottan a Corvinus szakkollégiumai érdekelnének.;False;1932057
260;;;2011. jún. 29. 06:43;"A Corvinushoz kapcsolódó kolik között is van eltérés, van, ahol nézik az átlagodat, máshol nem, van, ahol komolyabb szakmai felvételi van, máshol inkább a gondolkodásmódra kíváncsiak, van, ahol nem számít annyira, ha év közben nem voltál ott a legtöbb rendezvényükön, elsősöknek szóló kurzusaikon, máshol ez jelentősen csökkenti az esélyeidet.

Egyébként én ""corvinusos"" szakkoli tagja vagyok.";False;1932057
261;;;2011. jún. 29. 06:43;Pontosan melyik szakkolikról beszélünk?;False;1932057
262;;;2011. jún. 29. 12:17;ma 06:43: Te melyikbe vagy és milyen a bekerülés/bekapcsolódás? Mit tudsz a többiről?;False;1932057
263;;;2011. jún. 29. 19:45;"




Hm, na jó, elárulom, én SZISZes vagyok (bővebben Széchenyi I. Szakkoli).
Van még olyan, hogy Rajk, TEK, Heller, EVK, illetve említhetném még az MCC-t, ahol több egyetemről vannak diákok (amúgy a SZISZben is vannak ELTEsek meg egy BMEs is).
Nagyvonalakban: Heller abszolút pénzügyes, EVK menedzsment és hasonló (gazdasági) profilú, Rajk gazdasági, mellette azért sok egyéb társ.tud. is kínál, TEK sajátos szemléletmóddal és világnézettel operál (érdekesek), SZISZ vegyes, 4 különböző sávra lehet jelentkezni. A szakkollégisták döntik el, milyen kurzusokat szeretnének hallgatni, és azt megszervezik, keresnek hozzá oktatót.

A kolik közötti választás attól is függ, milyen szakos/leszel vagy, miben szeretnél elmélyülni, szimpatikus-e neked a közösség és fordítva stb.

Tényleg mindegyik szakkolinak más a profilja, a felvételiztetési rendje, másban erősek. Oldalakat írhatnék a különbségekről, ami nem jelenti azt, hogy az egyik jobb lenne, mint a másik - erről szó sincs. Inkább tapasztald majd meg, járj el elsős kurzusokra, táborokba stb (ebből az MCC kivétel, ott egy nyári, elég komolyan szakmai felvételi van, nem bevonódás meg ilyesmi). Tényleg csak így ismerheted meg a különbségeket, a társaságot, eldöntheted, tetszik-e. Nehéz ezt szavakba önteni.
Általában minden koliban szóbeli és írásbeli felvételi van. Ott van eltérés, hogy nézik-e a tanulmányi átlagot, csak elsősként vagy elsősként és másodévesként is lehet jelentkezni, szakmai kérdéseket is kapsz-e felvételin avagy csak a személyiségedre, gondolkodásmódodra kíváncsiak-e stb. A felvételi kérdőívekben és a szóbeli alatt is elég érdekes (""forgatod a szemed és az agyad"") kérdéseket kell megválaszolni - javaslom nézegesd a kolik honlapját a korábbi kérdőíveket megszemlélni.

Na de még mindig nem árultad el, melyik szakkolik iránt érdeklődsz :)";False;1932057
264;Jár/jelentkezett valaki az ELTE ÁJK-ra? (részletek lent);['kollégium', 'ELTE', 'ELTE-ÁJK', 'szakkollégium', 'ELTE ÁJK'];2019. júl. 12. 17:57;"Ti jelentkeztek kollégiumba, esetleg később szakkollégiumba? Vidékiként működhet a bejárás? Lehet boldogulni kollégiumban, ha valaki nem túl társaságkedvelő? Melyik kollégiumot ajánlanátok? Szakkollégiumról vélemény?
";True;9981950
265;"Másodévesként lehet még jelentkezni a Mathias Corvinus
szakkollégiumba?";['egyetem', 'BME', 'ELTE', 'Corvinus', 'BCE', 'szakkollégium', 'MCC', 'BGE'];2017. szept. 13. 17:41;"Ha igen, mikor? Mennyire hasznos?
";True;8858700
266;;['egyetem', 'BME', 'ELTE', 'Corvinus', 'BCE', 'szakkollégium', 'MCC', 'BGE'];2017. szept. 15. 00:14;"igen lehet, honlapjukon nézd meg :) konkrétat nem tudok csak ismerősöm jár oda

Sok hasznos dolgot tanulnak, de másra nincs időd. Tehát dolgozni nem tudsz mellette";False;8858700
267;"Van valami tapasztalatotok a Magyar Protestáns Tanulmányi
Alapítvány szakkollégiumáról?";;2010. aug. 23. 13:52;"Minden érdekel. Előre is köszönöm az információkat!!
";True;1113072
268;;;2014. szept. 11. 11:31;"Egy ideje ""Hajdú Péter"" az igazgató, azóta elég gáz dolgokat lehet róla hallani.
Hajdú Pétert képeletesen értsd , egyfajta gúnynévként: most rágugliztam, Csapó Tamásnak hívják a pasit. Azért hívják Hajdú Péternek, mert kb. ugyanolyan figura, egy ilyen a szó rossz értelmben vett mindenlébenkanál képmutató, öntelt, arrogáns valaki, és külsőleg is hasonlít a fejük. A csajokkal állandóan flörtöl , nagyon kivételezős, pár embert mindig kipécéz magának, sunyi, ilyesmiket hallottam róla.";False;1113072
269;"Szakkollégiumokba második félévtől is lehet
jelentkezni? Vagy csak év elején?";['szakkollégium'];okt. 1. 11:49;;True;10724065
270;;['szakkollégium'];okt. 1. 23:12;Attól függ, a szakkoli mikor hirdet tagfelvételt. Nálunk pl. félévente, de el tudom képzelni, hogy ez nem mindenhol van így.;False;10724065
271;"Akik a Zsigmond Király Főiskolára (ZSKF) jelentkeztek
(2011 szeptemberi képzésre) mikortól, és hogyan lehet a
Márton Áron Szakkollégiumba jelentkezniük?";;2011. márc. 12. 11:56;;True;1621492
272;;;2011. márc. 12. 12:14;Ha felvettek, kapsz egy raklap szórólapot, abban benne lesz, a szakkolis jelentkezések általában évközben vannak, szeptember október környéke. Valószínűleg gólyatáborban is fogsz velük találkozni, ott is kérdezhetsz, meg gondolom van honlapjuk is.;False;1621492
273;Mennyire nehéz az ELTE Eötvös Collegiumjaba bejutni?;['ELTE', 'BTK', 'szakkollégium'];2015. jún. 19. 16:16;;True;6956422
274;;['ELTE', 'BTK', 'szakkollégium'];2015. jún. 19. 17:34;Vagyis kollégiumába nem?;False;6956422
275;;['ELTE', 'BTK', 'szakkollégium'];2015. jún. 20. 04:06;Eötvös Collegium a neve, ebben nincs hiba (ha a 'j'-be kötöttél bele, akkor gratulálok a szőrszálhasogatásért) :D;False;6956422
276;;['ELTE', 'BTK', 'szakkollégium'];2015. jún. 29. 23:28;Én is ezen agyalok. :o Nem tudom, érdemes volna-e jelentkeznem. Úgy fest, egy cipőben járunk. ^^;False;6956422
277;"Melyik szakkollégiumba mehetnék nyelv szakos
hallgatóként?";['egyetem', 'nyelv', 'ELTE', 'szakkollégium'];2020. júl. 24. 03:44;"Az ElTE-re vettek fel, de sajnos nem igazán vagyok tisztában,hogy melyik szakkollégiumban vehetnének fel(ha nem késtem még le a határidőt),plusz, mik a követelményei. Egyáltalán van esélyem bekerülni? Előre is köszönöm a válaszokat!
";True;10608280
278;;['egyetem', 'nyelv', 'ELTE', 'szakkollégium'];2020. júl. 24. 04:02;*Hozzátenném,hogy kínai nyelv szakra sikerült felvételit nyernem,viszont eddig nem találtam,olyan szakkollégiumot ahova felvehetnének.;False;10608280
279;;['egyetem', 'nyelv', 'ELTE', 'szakkollégium'];2020. júl. 24. 10:27;"Szerintem Eötvös.

 [link] ";False;10608280
280;;['egyetem', 'nyelv', 'ELTE', 'szakkollégium'];2020. júl. 24. 15:25;Köszönöm szépen😊;False;10608280
281;"ELTE biológiára megyek, melyik szakkoliba érdemes
jelentkezni?";['egyetem', 'tanulás', 'biológia', 'iskola', 'kollégium', 'ELTE', 'MSc', 'TTK', 'BSC', 'szakkollégium'];2018. szept. 7. 18:08;"Bolyai kilőve, mert nem valószínű, hogy tudnám a 4,5-ös átlagot teljesíteni. Van ahol nem ennyire szigorúak a feltételek?
";True;9506292
282;;['egyetem', 'tanulás', 'biológia', 'iskola', 'kollégium', 'ELTE', 'MSc', 'TTK', 'BSC', 'szakkollégium'];2018. szept. 7. 18:12;Eötvös?;False;9506292
283;;['egyetem', 'tanulás', 'biológia', 'iskola', 'kollégium', 'ELTE', 'MSc', 'TTK', 'BSC', 'szakkollégium'];2018. szept. 7. 19:09;Arra én is gondoltam, de ott nem tudom, hogy van-e ilyen határ. Kerestem az oldalukon, de sehol aem találtam.;False;9506292
284;"Márton Áron Szakkollégiumba hogyan és kik
jelentkezhetnek?";;2011. jan. 13. 21:48;"Csak normális válaszokat lécci!
Hogy?Kik?És mikor/meddig lehet jelentkezni?
Nagyon fontos lenne, légyszi ha vki tud segítsen.
";True;1461438
285;;;2011. jan. 13. 22:08;Mármint pl a ZSKF-nek nincs kollégiuma. És ha felvesznek az iskolába, ott lehetnék koleszos?;False;1461438
286;"Milyen a Korányi Frigyes Szakkollégium? Nehéz oda
bekerülni?";;2011. júl. 13. 14:37;"2 év múlva a SOTE-ra szeretnék menni, és ebbe a koliba jelentkezni. Sok jót olvastam róla a neten, meg azt h ide csak a legjobbak kerülhetnek. Nagyon szeretnék ott lenni, ez az álmom. Milyen ott az élet?
";True;1987350
287;;;2011. júl. 13. 15:05;Nem vagyok korányis sőt még kolis se, de azt hallottam baromi nehéz a bejutás. Fontold meg. Mindenesetre ha nem is vesznek fel, ha egyetemi polgár leszel automatikusan mehetsz az előadásaikra, minden programmjukra, igénybe veheted a szolgáltatásaikat meg minden, csak...;False;1987350
288;Mi a véleményetek ezekről a szakkollégiumokról?;['Corvinus', 'BCE', 'szakkollégium', 'TEK'];2019. jún. 13. 10:45;"Ha minden jól megy, akkor idén felvesznek a Corvinusra és kíváncsi lennék, hogy a Rajk illetve a TEK szakkollégiumokról mi a véleményetek.

Egyáltalán megéri szakkolisnak lenni? Milyen embereket szoktak általában felvenni? Nagyon okosnak kell lenni vagy elég ha valaki szimplán jófej?
";True;9932702
289;;['Corvinus', 'BCE', 'szakkollégium', 'TEK'];2019. jún. 15. 13:56;"Amúgy ajánlom neked a HÖOK mentorprogramot. Ez egy ingyenes program gólyák számára teljesen ingyenes. Kapsz magadmellé egy felsőbb évest aki segít neked az egyetemi ügyes bajos dolgokban és értékes tanácsokkal tud ellátni. Emelett számos ingyenes rendezvényre mehetsz el a program keretében. a ponthatárok közlése után lehet jelentkezni majd a HÖOK mentorprogram oldalán :)

A kérdésedre rátérve. a felvételik kora tavasszal vannnak szóval bőven ráérsz dönteni. Érdemes elmenni a nyílt rendezvényeikre. Amúgy egyértelműen Rajk, bár eléggé belterjes, vizsont a TEK drog*osok gyülekezete";False;9932702
290;;['Corvinus', 'BCE', 'szakkollégium', 'TEK'];2019. jún. 20. 23:36;"hat a rajkban sem vetik meg a tudatmodosulast lol.

természetesen megéri szakkollégistának lenni, rengeteg pluszt ad tanulmanyilag és közösségileg egyaránt.
a Rajknal nem csak zseniket vesznek fel a szakkolik, a cél az egy jó évfolyam, osztályközösség kialakítása, ahová kellenek zsenik, bulis arcok, introvertáltak, vidékiek, pestiek, stb, szóval akár szimplán jófejnek is elég lenned, de ha emellé még okos is vagy, az nem hátrány. :)

a tekről nem tudok sokat, csupan annyit h marxistak , ja es egy ev corvinus alatt az égvilágon semmit sem hallottam róluk őáltaluk, tehát ha nem vagyok proaktív, akkor nem is tudom hogy léteznek. szerencséjükre van egy lista a szakkolikről az egyetemen...";False;9932702
291;Budapesti Márton Áron Szakkollégium milyen hely?;;2009. júl. 18. 20:58;"Lakott már vki ott, és milyen hely? Közösség jó?
";True;327099
292;;;2009. júl. 25. 17:12;Jó hely, nekem több ismerősöm is lakik ott, egyszer a bulijukra is elmentem.;False;327099
293;"SZTE-n fogok tanulni. Melyik koleszt ajánlanátok? Móra
Ferenc Szakkollégium vagy Teleki Blanka Kollégium?";['Szeged', 'kollégium', 'SZTE'];2017. aug. 9. 13:43;"Előre is köszönet a segítségért!
";True;8790479
294;;['Szeged', 'kollégium', 'SZTE'];2017. aug. 9. 16:55;"Milyen szakra fogsz járni?
A Teleki a jugyusoké, a Móra pedig karközi kollégium. Nem tudsz mindkettőbe jelentkezni egyszerre.";False;8790479
295;"Van valaki, aki a szegedi Márton Áron Szakkollégiumban
lakik? Vélemények érdekelnének.";['Szeged', 'Márton Áron Szakkollégium'];2015. júl. 28. 21:39;;True;7070610
296;Szakkolit írnátok bele CV-be a tanulmányokhoz?;['egyetem', 'munka', 'jelentkezés', 'önéletrajz', 'CV', 'szakkollégium'];2019. ápr. 7. 23:02;;True;9829838
297;;['egyetem', 'munka', 'jelentkezés', 'önéletrajz', 'CV', 'szakkollégium'];2019. ápr. 8. 08:21;"Persze.

Ma már nem nagyon írunk CV-t. LinkedIn profilt írunk, és azt szabjuk testre a konkrét állásra. A LinkedIn profilban meg simán elfér.";False;9829838
298;Van értelme a szakkollégiumhoz csatlakozni? Megéri?;;2016. szept. 12. 18:41;;True;8095772
299;Milyen a szegedi jezsuita koli?;['egyetem', 'Szeged', 'kollégium', 'SZTE', 'szakkollégium', 'jezsuita', 'Kaszap István'];2019. aug. 17. 08:33;;True;10042648
300;"Van Magyarországon olyan
program/képzés/konferenciasorozat/gyakornoki
program/intémény/bármi, amely kifejezetten a
fenntarthatóság kérdéskörével foglalkozik?";['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 21. 16:45;"Mérnökhallgató vagyok, érdekel a fenntarthatóság annak bármilyen értelmezésében, elősorban a tudományos terület és a környezethez kapcsolt kérdésköreivel és szeretném effelé irányítani valahogy a szakmai profilomat. Ebben tudtok segíteni? Ez egy elég összetett kérdés, tudom. Februárban végzek villamosmérnökként BSc képzésen és szeretnék tovább haladni úgy, hogy megtaláljam a számomra igazán érdekes területet. Ehhez keresek intézményeket, szakkollégiumokat, ahova lehet csatlakozni esetleg. Gyakornoki pozíióba is mennék szívesen, de februártól megszűnik a jogviszonyom is, államvizsgát követően. TOvább kérdésem, hogy milyen mesterképzést ajánlotok, ha klímaváltozás, környezetvédelem, energetika érdekel annak műszaki, gazdasági, jogi értelmezésében is akár? Köszönöm előre is!
";True;8176960
301;;['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 21. 21:23;és 7(?) félév villanykar alatt erről nem mondtak semmit? kötve hiszem...;False;8176960
302;;['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 22. 00:34;"Ennek a kommentnek semmmi értelme nem volt. A kérdést azért tettem fel, hátha kapok hasznos ötleteket, tippeket, esetleg ír valaki, aki hasonló cipőben jár. Őszintén szólva a magyar felsőoktatásban a fenntarthatóság nem annyira élenjáró fogalom, mégha sokszor is találkozni vele, össze sem hasonlítható ahhoz képest, amit egy északi vagy nyugat-európai országban lehet tapasztalni.

Ennek megfelelően egy sztenderd villamosmérnök sem a fenntarthatóságról tanul itthon (hazudik aki azt mondja). A villamosmérnöki tudomány érinti azt. Ennek megfelelően én is érintőlegesen kaptam betekintést. Ezt szeretném bővíteni, mert eddig nem foglalkoztam különösebben ezzel a kérdéskörrel magyar kontextusban, így most kíváncsi lettem, hazánkban vajon pontosan kik/mik azok, akik/amik ezzel foglalkoznak.";False;8176960
303;;['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 22. 22:34;Szia! Szuper, hogy érdeklődsz a téma iránt, bár furcsállom, hogy ezek ellenére ennyire nem találkozol az ügy képviselőivel. Nem tudom melyik egyetemre jársz, de a legtöbb egyetemen mind a diákéletben, mind a tantervben erősen jelen van (pl. a BME-n két karon is képeznek fenntarthatósági szakembereket, környezetmérnök bsc msc és környezetgazdaságtan msc, illetve a BME EZK is több mint 30 éve működik...), emellett legalább heti 20 szakmai esemény/fórum/konferencia van fenntarthatóság témában Budapesten, konkrétan kettőnek a héten én is társszervezője voltam. És hamarosan itt a SUSCO, BWS, stb... alig lehet kilátni a programokból. Képzésként most indult a Humánökológia szakkoli, fantasztikus előadókkal és diákokkal. Rengeteg intézmény foglalkozik a témával, magyarországi székhelyű nemzetközi szervezetektől kezdve EUs projekt csapatokon át rengeteg civil szervezet (pl. mint villamosmérnök, talán érdekes lehet az Energiaklub, REC, stb.). Általában nekem is van egy csomó egyetemista gyakornokom. Szóval javasolnám, hogy kezdj el nézelődni, ismerkedj meg a témában jártas emberekkel, többnyire igen befogadó és összefogásra képes közeg. Kérdés esetén privátban válaszolok.;False;8176960
304;;['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 23. 00:24;"




Szia! Köszi a részletes választ, pont az ilyen kommentek miatt írtak ki így a kérdést.

Tudom, hogy megannyi fenntarthatósági program van Magyarországon is, inkább kicsit úgy értettem azt, hogy nem élenjáró itthon a fogalom, hogy az emberek nem tudnak annyira róla, a tanulókat nem arra készítik fel középiskolában, hogy ez egy komoly kérdéskör és hogy ezzel lehet külön foglalkozni (illetve a legtöbb iskolában). Itthon inkább vannak a hagyományos tantárgyak, egyetemi képzések. Pl. elmehetsz villamosmérnöknek, gépészmérnöknek, környezetmérnöknek, de nem mehetsz el olyan képzésre külön, hogy sustainable chemistry vagy agriculture vagy hasonlók. Nyilvánt itthon is tudsz specializálódni. És talán pl. pont ebből jön hogy a BME energetikai szakkollégiumot ismerem, mert az közvetlenül kapcsolódik a villamos területhez, de pl. BME EZK-t most hallom először. (köszi egyébként). Energiaklubbal volt már indirekt kontaktom, de végül nem csatlakoztam. REC-et nem tudom micsoda.

Azért is írtam ki ennyire széles skálát leíróan a kérdést, hogy minél többen írjanak/reagáljanak.

Írni fogok hamarosan privátban, hogy érdeklődjek hol találhatok bővebb infókat! Köszi mégegyszer!";False;8176960
305;;['környezetvédelem', 'egyetem', 'mester', 'képzés', 'mérnök', 'gyakornok', 'gazdaságtan', 'intézmény', 'fenntarthatóság', 'szakkollégium'];2016. okt. 23. 09:47;A BME-n is van például zöld diploma program, aminek a keretében ha elvégzel fenntarthatósági kurzusokat bizonyos kreditértékben, akkor kapsz egy plusz elismerést a diplomádhoz. Mint írtam, most indult a humánökológia szakkoli minden magyar budapesti hallgató számára, széleskörű, holisztikus programmal, kb. 100 diákkal. De összességében egyetértek azzal amit írtál, közel sem jelenik meg eléggé az oktatásban, közéletben a kérdés, igazából ezért az is okolható, hogy a magyar oktatási rendszer egy roncs...;False;8176960
306;BME-n a szakkollégiumoknal van tagdíj?;['BME', 'tagdíj', 'szakkollégium', 'kommon'];2019. szept. 24. 14:47;;True;10102570
307;;['BME', 'tagdíj', 'szakkollégium', 'kommon'];2019. szept. 24. 15:56;Persze.;False;10102570
308;;['BME', 'tagdíj', 'szakkollégium', 'kommon'];2019. dec. 28. 16:22;Van, de kapsz ösztöndíjat, tehát összességében pézügyileg pozitívan jössz .i;False;10102570
309;"Ha jelentkezem szakkollégiumba, de nem vesznek fel,
következő évben ""ciki"" újra megpróbálni?";;2018. júl. 27. 17:27;"Gondolom, van valami rendszer, amiben benne maradok, és így tudni fogják, hogy engem már elutasítottak. Ilyenkor érdemes újra megpróbálni vagy már nem úgy állnának hozzám?
";True;9432390
310;;;2018. júl. 27. 17:32;Kit érdekel ki jelentkezett korábban? Ha majd jövőre teljesíted a feltételeket, bevesznek, ennyi.;False;9432390
311;;;2018. júl. 27. 17:58;Kellemetlenül érezném magam miatta. De mindegy, akkor megpróbálom most is, de egyelőre nincsenek sem publikációim, sem tanári ajánlásom. De akkor max. lesz.rják :D Köszönöm a választ!;False;9432390
312;;;2018. júl. 27. 19:18;egyáltalán nem az, nincs abban semmi ciki, hogy elsőre nem sikerült, de nem adod fel és megpróbálod megint;False;9432390
313;;;2018. júl. 27. 20:44;MCC?;False;9432390
314;;;2018. júl. 27. 20:53;Eötvös :);False;9432390
315;Rajk szakkoli vagy AIESEC? Melyiket válasszam? (Corvinus);['egyetem', 'BME', 'ELTE', 'BCE', 'szakkollégium', 'AIESEC', 'diákszervezet', 'BGE'];2017. febr. 2. 14:03;;True;8408942
316;;['egyetem', 'BME', 'ELTE', 'BCE', 'szakkollégium', 'AIESEC', 'diákszervezet', 'BGE'];2017. febr. 2. 18:20;Bármelyik szakkoli > AIESEC. De miért érzed, hogy választani kéne?;False;8408942
317;;['egyetem', 'BME', 'ELTE', 'BCE', 'szakkollégium', 'AIESEC', 'diákszervezet', 'BGE'];2017. febr. 2. 18:44;"Miért gondolod így? Rossz az AIESEC? Miben jobbak a szakkolik?

Egyébként azért érzem, hogy választanom kell mert nem vagyok időmilliomos hogy mind a kettőt csináljam :D";False;8408942
318;;['egyetem', 'BME', 'ELTE', 'BCE', 'szakkollégium', 'AIESEC', 'diákszervezet', 'BGE'];2017. febr. 5. 04:33;Én 3 diákszervezetben vagyok benne, ezért értetlenkedek :) de amúgy szakkolikba nehéz bejutni, és sokkal szakmaibbak. Ha nem jön össze, inkább akkor válaszd az AISEC-et, az egy tömegszervezet.;False;8408942
319;;['egyetem', 'BME', 'ELTE', 'BCE', 'szakkollégium', 'AIESEC', 'diákszervezet', 'BGE'];2019. jún. 22. 19:58;"szakkoliba szerintem akkor menj ha ott is szeretnél lakni, úgy az igazi :) nagyon sok szakmai tapasztalatot ad, sok a képzés, mindenképp megéri
az AIESECben az előny a nemzetköziség, gyakorlatiasság, kapcsolatépítés, itt is tudsz szakmai tapasztalatot szerezni, elég régi és sokoldalú szervezet,megéri szerintem ide is csatlakozni";False;8408942
320;Szakkollégiumba mesterszakos hallgatók is jelentkezhetnek?;;2018. jan. 27. 23:26;"ELTE-BTK-ra és ELTE-GTK-ra vonatkozik elsősorban a kérdésem. Aki 2018 szeptemberében kezdi az MA-s tanulmányait, jelentkezhet szakkollégiumba (pl.Eötvös)?
";True;9107910
321;"A Márton Áron szakkollégiumba (Budapest) minden határon
túli jelentkezőt felvesznek?";;2017. júl. 15. 00:55;"Mert láttam, hogy elsősorban őket veszik fel, és másodsorban a többi hallgatót, tehát sejtem, hogy minden határon túlinak van hely. Továbbá van étkezdéje a kolesznak?
";True;8737435
322;"A BGF -KKK karán van szakkollégium ahova budapestiek is
jelentkezhetnek?";;2012. márc. 15. 18:31;;True;2766589
323;;;2012. márc. 16. 11:33;nincsen;False;2766589
324;"Melyik kollégiumot / kollégiumokat ajánlanátok Pécsen,
Szegeden ill. Pesten?";['egyetem', 'Budapest', 'iskola', 'Szeged', 'kollégium', 'Pest', 'Pécs', 'ajánlat', 'Buda', 'szakkollégium'];2018. jún. 12. 16:53;"Btk és ttk hallgató leszek, matek német szakkal úgyhogy ezen karokhoz szeretnék kpzel lenni. Köszi :)
";True;9353227
325;Szakkollégiumba milyen motivációs levelet kell írni?;['egyetem', 'motivációs levél', 'szakkollégium'];2020. júl. 21. 20:10;;True;10604426
326;;['egyetem', 'motivációs levél', 'szakkollégium'];2020. júl. 21. 23:19;"Miért szeretnél ott lakni, hogyan szeretnél az ott megszerezhető tudás által (azok a tanagyagok által, amit a koliban adnak le) fejlődni, szeretnél mondjuk TDK, OTDK versenyekre menni és ahhoz is szükséges a minél magasabb szintű tudás a szakterületeden. Szeretnél minél többet fejlődni az egyetemi évek alatt, ezért azt a pluszt, amit a szakkollégium nyújt, kellőképpen a hasznodra tudod fordítani a céljaid elérése érdekében (blablabla), stb.

kb ilyeneket, de amit érzel igazából, hogy miért szeretnél ott lakni (mert az ugye nem egy sima koli, hanem plusz képzések vannak ott).";False;10604426
327;;['egyetem', 'motivációs levél', 'szakkollégium'];2020. júl. 22. 09:07;Nagyon szépen köszönöm a hasznos választ!;False;10604426
328;;['egyetem', 'motivációs levél', 'szakkollégium'];2020. júl. 22. 11:10;Nagyon szívesen! 😀;False;10604426
329;"Milyen a Bibó István Szakkollégium az ELTE-n? (részletek
lent) A szakkollégiumokról általában is érdekelnek a
vélemények.";['jogász', 'ELTE', 'ELTE-ÁJK', 'szakkollégium'];2019. júl. 11. 02:24;"Mennyire nehéz bekerülni, figyelembe veszik-e esetleg az OKTV vagy más versenyeredményeket, tanári ajánlásokat, nyelvtudást, vagy csupán az írásbeli és a szóbeli felvételi pontjai számítanak? Mi kell ahhoz, hogy sikeres legyen egy bibós felvételi? Milyen a kétnapos felvételi tábor? Problémát jelent, ha valaki nem túl közösségi, inkább introvertált személyiség?
A szakkollégiummal mint szállással kapcsolatban az érdekel, hogy hány fősek a szobák, van-e a szobákhoz fürdő. Mivel a felvételi ősszel van, így addig normál kollégiumba is muszáj jelentkezni (vagy bejárni),egy sikeres felvételi esetén egyből át lehet költözni a szakkollégiumba? Olvastam, hogy teljesen átépítik az eredeti épületet. Ez már megvalósult?
";True;9979495
330;Mi a velemenyetek Orban beszederol a BIbo szakkollegiumban?;['Orbán Viktor', 'politika', 'miniszterelnök'];2015. okt. 12. 18:06;"Az elso, ami meglepett, hogy ugy irja le ezt az egesz politikai burjanzast (utodvalasztas, part finanszirozas...) mint ha egeszseges dolog lenne, az ott levo fiatalokban meg megerosodik a tudat, hogy a  politika az jo, mert altala, mindenhatok es erinthetetlenek lesznek. Pedig nagy baj lesz, ha mindenki (mar, aki az orszagban maradt) politikabol akar megelni, mert nem az, hogy nem allit elo hozzaadott erteket, hanem meg gatolja is azt, mert ok jol akarnak elni barmi aron. A masik dolog, ami szemet szurt, hogy, azt mondja ""a mi bajunk, hogy akkorak vagyunk, amekkorak"", hogy a termeszeti eroforrasok trianonnal elvesztek.... Az osztrakok kisebbek mint mi, a svajciak, belgak (ott is van cifrasak a flamandok es vallonok kozott), hollandok, irek.... Mind kisebb nemzet es sikeresek. Kb o beszeli be, hogy nem lehetunk nagyok, mert ha a szlavok osszefognak, a romanok megindulnak... Szerintem rossz hozzaallas, de ha igy van, akkor miert a folosleges politikai intezeteknek adja a penz, a honvedseg helyett, vagy az erdemi kutatasokat es azokat levedeto tudomanyok helyett?
";True;7270958
331;;['Orbán Viktor', 'politika', 'miniszterelnök'];2015. okt. 12. 18:20;Az osztrákoknál nem volt kommunizmus ráadásul németország testvér országa egy igen jó független helyzetben svájcban bankok meg sikkasztott péntek vanak ergó nulla esélye van hogy magyarország ilyen szinten legyen.Ami reális lenne hogy ami maradt bányákat megnyitnák meg a magyar fwltalálókat támogatják de ilyen törekvés van mert a fiatal tehetségeknek minden évben van azthiszem verseny vagy valami hasonló.;False;7270958
332;;['Orbán Viktor', 'politika', 'miniszterelnök'];2015. okt. 12. 18:23;"Már régóta az az érezésem a magyar politikával kapcsolatban, hogy BÁRMIT mond a másik, azt két lábbal kell taposni. Véletlenül sem lehet részigaza sem, mert akkor, úristen, mi lenne!? Az az csak a politikai csatározás a lényeg, nem az hogy miért, miről vitázunk. Ez egy totálisan parttalan vezetéshez vezet(ett). Ezt ismerte be gyakorlatilag Orbán. És úgy tűnik ez ma a hatalom kulcsa (az MSZP is ezt csinálja), és mi vagyunk ennek a legnagyobb vesztesei.
Az a gáz, hogy nem is nagyon tudnak másban gondolkodni, mint a totális letámadásban, megsemmisítésben. A megoldáskeresés, a kompromisszum ismeretlen fogalom lett.";False;7270958
333;;['Orbán Viktor', 'politika', 'miniszterelnök'];2015. okt. 12. 20:58;"Olyan, mintha egy király szavait hallanám. Nem is véletlen, Vityuli valóban úgy gondol magára, mint Az Magyar Haza Vitéz Nagy Királya, a fideszes kis nyomi haverjaira pedig mint Isten Szent Serege.

Ez a forma úgy változik, mint a széljárás. Nincs ideológiája, hol az oroszokat cseszegeti, hol a feneküket nyalja. Hol ő a Liberális Internacionálé alelnöke, hol az illiberális állam hőse. Az elmúlt huszonöt évben a Nagy Imre újratemetésén elmondott beszédéből él, az az egyetlen politikai tőkéje ami legitimálja a szavazói közt. Akkor sokan beleszerettek és azóta is nyalják a lába nyomát. Hiába a stadionozás, hiába a szétrohadt egészségügy, hiába a tönkrezúzott oktatás, Vityu után mennek a birkák. Hát, ezek jártak a fejemben, mialatt magvas és míves gondolatait olvastam a - saját bevallása szerint - Európa legnagyobb Facebookját (!) magáénak tudó Hős Nemzetvezetőnknek.";False;7270958
